ID,Material_Alias,A5,Bhn,HV,Desc,Su,Sy,E,G,mu,Ro,pH,Use
DB5C76F007DF477C87371EF0C52CCB00,CSN CSN 11368,26.0,217.0,230.0,Heat-resistant steel,350.0,225.0,206000,80000,0.3,7860,1300.0,False
00CEC88C0A774F8081254D2E4486EA9E,CSN CSN 11373,26.0,217.0,230.0,Structural steel,340.0,225.0,206000,80000,0.3,7860,1300.0,False
08CBB25EDC544416A785BE74DE6D4235,CSN CSN 11378,26.0,217.0,230.0,Structural steel,360.0,235.0,206000,80000,0.3,7860,1300.0,False
32EA85DB37E649CAA3012421660FC314,CSN CSN 11418,24.0,217.0,230.0,Heat-resistant steel,410.0,255.0,206000,80000,0.3,7860,1300.0,True
18A1DDA397B94D398194A0D2424BD3C6,CSN CSN 11423,22.0,217.0,230.0,Structural steel,420.0,240.0,206000,80000,0.3,7860,1300.0,False
AC927F8962CD4EA499C12C53270479AB,CSN CSN 11448,22.0,217.0,230.0,Structural steel,430.0,285.0,206000,80000,0.3,7860,1300.0,True
E1915739E73B425284DA612D17D919EC,CSN CSN 11453,20.0,217.0,230.0,Structural steel,440.0,265.0,206000,80000,0.3,7860,1300.0,True
F2F3E05E6BC5493C8B7A09BF552AE71D,CSN CSN 11500,19.0,217.0,230.0,Structural steel,490.0,265.0,206000,80000,0.3,7860,1300.0,True
3207F3443BC944D6A71BE094218A32EE,CSN CSN 11503,22.0,217.0,230.0,Structural steel,490.0,340.0,206000,80000,0.3,7860,1300.0,True
2DD5A71625024C9E96FA482F6A23CE4A,CSN CSN 11523 normalized,23.0,217.0,230.0,Structural steel,510.0,345.0,206000,80000,0.3,7860,1300.0,False
16EB035812B44324BCD673AC0E1C3F0A,CSN CSN 11600,14.0,217.0,230.0,Structural steel,590.0,315.0,206000,80000,0.3,7860,1300.0,False
7C15C7F066F94306893EFA9BB9360CA1,CSN CSN 11600 face hardened,14.0,217.0,230.0,Structural steel,590.0,315.0,206000,80000,0.3,7860,1300.0,False
B3589CC8EF9A441AA52E0118F2DDC630,CSN CSN 11700,11.0,217.0,230.0,Structural steel,686.0,355.0,206000,80000,0.3,7860,1300.0,False
3C0A46967BE1471E9C80154AA48E323C,CSN CSN 11700 face hardened,11.0,217.0,230.0,Structural steel,686.0,355.0,206000,80000,0.3,7860,1300.0,False
9802A02A30884E78BFE92B588959CCD3,CSN CSN 12010 case-hardened,16.0,217.0,230.0,Case-hardening steel,490.0,325.0,206000,80000,0.3,7860,1300.0,True
7FBE7CDD68BD4827BE6CB8E1242E336D,CSN CSN 12020,12.0,217.0,230.0,Case-hardening steel,550.0,350.0,206000,80000,0.3,7860,1300.0,False
682A45A3B8F840F69DC62C751EEBA74F,CSN CSN 12020 case-hardened,12.0,217.0,230.0,Case-hardening steel,490.0,295.0,206000,80000,0.3,7860,1300.0,True
04DC15FE834F403D9D4CF400B2D09294,CSN CSN 12024,22.0,217.0,230.0,Heat-treatment steel,480.0,300.0,206000,80000,0.3,7860,1300.0,True
05829745D8D44E28A0C19EEBB50A33AF,CSN CSN 12030,21.0,217.0,230.0,Heat-treatment steel,500.0,320.0,206000,80000,0.3,7860,1300.0,True
8B858F398EFF4ECCBC07DCE18D567060,CSN CSN 12031,20.0,217.0,230.0,Heat-treatment steel,550.0,350.0,206000,80000,0.3,7860,1300.0,False
A875E1D07AA34B14A63AE63EE1C07479,CSN CSN 12040,19.0,217.0,230.0,Heat-treatment steel,600.0,370.0,206000,80000,0.3,7860,1300.0,False
B9CF9E072CAE4A9487D66ADFDECC59F8,CSN CSN 12041,18.0,217.0,230.0,Heat-treatment hardening steel,630.0,400.0,206000,80000,0.3,7860,1300.0,False
200B37DE443445FAA4388F72DDD0A838,CSN CSN 12050 normalized,18.0,217.0,230.0,Heat-treatment hardening steel,530.0,305.0,206000,80000,0.3,7860,1300.0,False
EB9664C296164812BE5308AEF71BD443,CSN CSN 12050 heat treated,18.0,217.0,230.0,Heat-treatment hardening steel,640.0,390.0,206000,80000,0.3,7860,1300.0,False
5134A9086DDC4CA58CB62F1DDB69161A,CSN CSN 12051,15.0,217.0,230.0,Heat-treatment hardening steel,690.0,440.0,206000,80000,0.3,7860,1300.0,False
3A9F4DBCD4514504AAD429A3951186AB,CSN CSN 12060,14.0,217.0,230.0,Heat-treatment steel,750.0,480.0,206000,80000,0.3,7860,1300.0,False
DA7DBCE9D78943369999A9D9F4E67B77,CSN CSN 12061 heat treated,13.0,217.0,230.0,Heat-treatment steel,800.0,500.0,206000,80000,0.3,7860,1300.0,False
1E85BE23A7F24714B2D73874CEAB59BF,CSN CSN 12071 heat treated,2.0,217.0,230.0,Spring steel,1252.5,867.5,206000,80000,0.3,7860,1300.0,False
E518BE37B85441789E82A00D5E8D8CFA,CSN CSN 13030,21.0,217.0,230.0,Heat-resistant steel,460.0,285.0,206000,80000,0.3,7860,1300.0,True
D4C62B03381F496290BC3D4AF3FA6BF4,CSN CSN 13141,15.0,217.0,230.0,Heat-treatment steel,690.0,490.0,206000,80000,0.3,7860,1300.0,False
2C6905335F7A41FEB4E74FC6BF9E8F48,CSN CSN 13180 heat treated,5.0,217.0,230.0,Spring steel,1252.5,867.5,206000,80000,0.3,7860,1300.0,False
384DA5B37A2749CD914FDD72C3B2F35F,CSN CSN 13220 normalized,20.0,217.0,230.0,Heat - treating weldable steel,670.0,430.0,206000,80000,0.3,7860,1300.0,False
06F490BB8D244A5BA8F3895B7F1377BC,CSN CSN 13221 normalized,20.0,217.0,230.0,Heat - treating weldable steel,680.0,440.0,206000,80000,0.3,7860,1300.0,False
1029CA87EA944C6AA950206A5C7563C7,CSN CSN 13240,14.0,217.0,230.0,Heat-treatment steel,780.0,540.0,206000,80000,0.3,7860,1300.0,False
7B332A55B6D3414FB534A85C951B3571,CSN CSN 13242,12.0,217.0,230.0,Heat-treatment steel,880.0,685.0,206000,80000,0.3,7860,1300.0,False
0BC41A8309794912B659CC7B6DB9C709,CSN CSN 13251 heat treated,6.0,217.0,230.0,Spring steel,1252.5,867.5,206000,80000,0.3,7860,1300.0,False
5ABC833B24BA48ABA0780E851E4536FB,CSN CSN 13270 heat treated,6.0,217.0,230.0,Spring steel,1252.5,867.5,206000,80000,0.3,7860,1300.0,False
DFC06C81A4C14137BDAA705AC21AB8E0,CSN CSN 14120,14.0,217.0,230.0,Case-hardening steel,588.0,343.0,206000,80000,0.3,7860,1300.0,False
AD915B0D96FC47478B9EBB7085F047D7,CSN CSN 14140 heat treated,12.0,217.0,230.0,Heat-treatment carbonitriding hardening steel,883.0,637.0,206000,80000,0.3,7860,1300.0,False
83FA2F0623674B699D2282545F792329,CSN CSN 14140 face hardened,12.0,217.0,230.0,Heat-treatment carbonitriding hardening steel,932.0,785.0,206000,80000,0.3,7860,1300.0,False
EB8F03A50031447BAB40882262C24B09,CSN CSN 14140 nitro-case-hard.,12.0,217.0,230.0,Heat-treatment carbonitriding hardening steel,1252.5,867.5,206000,80000,0.3,7860,1300.0,False
6A660927ED404768A5CD2847FF82AB6F,CSN CSN 14141,11.0,217.0,230.0,Heat-treatment steel,883.0,687.0,206000,80000,0.3,7860,1300.0,False
E8B880AB764A4F9D8A638EC807F113F0,CSN CSN 14146,12.0,217.0,230.0,Heat-treatment steel,932.0,785.0,206000,80000,0.3,7860,1300.0,False
BAEA4E2EBC1F4D75920461C87C729C6A,CSN CSN 14148,17.0,217.0,230.0,Heat-treatment hardening steel,657.0,490.0,206000,80000,0.3,7860,1300.0,False
5C14EF8D49D24D1FBC3C6C684948763C,CSN CSN 14220,10.0,217.0,230.0,Case-hardening steel,900.0,680.0,206000,80000,0.3,7860,1300.0,False
EF74302A92834C2682E6CFCB4C5FDF03,CSN CSN 14220 case-hardened,10.0,217.0,230.0,Case-hardening steel,785.0,588.0,206000,80000,0.3,7860,1300.0,False
C90C788C805D4147ABFD370456925229,CSN CSN 14221,8.0,217.0,230.0,Case-hardening steel,981.0,686.0,206000,80000,0.3,7860,1300.0,False
2A545C9ECB71499E8386FDC34C6C2DE2,CSN CSN 14223 case-hardened,12.0,217.0,230.0,Case-hardening steel,883.0,687.0,206000,80000,0.3,7860,1300.0,False
8141DB0C951D4A0A926D524A0334C2C0,CSN CSN 14230 case-hardened,12.0,217.0,230.0,Case-hardening steel,981.0,794.0,206000,80000,0.3,7860,1300.0,False
38D673E274C24473B1C276B309AE3056,CSN CSN 14260 heat treated,7.0,217.0,230.0,Spring steel,1252.5,867.5,206000,80000,0.3,7860,1300.0,False
9AFF196AE4324ED3912DA059A8E3215D,CSN CSN 14262 heat treated,6.0,217.0,230.0,Spring steel,1252.5,867.5,206000,80000,0.3,7860,1300.0,False
292F060254C4455F875D0F0B90640D86,CSN CSN 15020,24.0,217.0,230.0,Heat-resistant steel,440.0,265.0,206000,80000,0.3,7860,1300.0,True
C7CE2826803E4C408128F4F6BB7BAE40,CSN CSN 15121,20.0,217.0,230.0,Heat-resistant steel,430.0,295.0,206000,80000,0.3,7860,1300.0,True
FF2A4783912E442A8318F7AE266B8874,CSN CSN 15127,22.0,217.0,230.0,Structural steel,470.0,345.0,206000,80000,0.3,7860,1300.0,True
0D323F4BEB9E4948AA9E7D79F842808A,CSN CSN 15130,15.0,217.0,230.0,Heat-treatment steel,690.0,490.0,206000,80000,0.3,7860,1300.0,False
34702A70056143E78F52B5D87038ABE9,CSN CSN 15131,11.0,217.0,230.0,Heat-treatment steel,930.0,735.0,206000,80000,0.3,7860,1300.0,False
570E0AEA3F4C43B1940F45F657B5F587,CSN CSN 15141,12.0,217.0,230.0,Heat-treatment steel,880.0,665.0,206000,80000,0.3,7860,1300.0,False
1E6C35A6DEDF4DF8B9FAB70A0343BD86,CSN CSN 15142,11.0,217.0,230.0,Heat-treatment hardening steel,1000.0,750.0,206000,80000,0.3,7860,1300.0,False
A74A248857C247619ED42FB0899EE115,CSN CSN 15217,22.0,217.0,230.0,Structural steel,470.0,345.0,206000,80000,0.3,7860,1300.0,True
57D8B085DC9D4CAB8FDBF53EAB7EE4C6,CSN CSN 15222 normalized,16.0,217.0,230.0,High strength weldable steel,690.0,490.0,206000,80000,0.3,7860,1300.0,False
8BE78BB91D31425A9FA6DCA4E7E8080C,CSN CSN 15230 heat treated,12.0,217.0,230.0,Heat-treatment nitrided steel,1000.0,850.0,206000,80000,0.3,7860,1300.0,False
F1863159D961412D983261D160296842,CSN CSN 15230 Heat-treatment nitrided steel,12.0,217.0,230.0,Heat-treatment nitrided steel,780.0,635.0,206000,80000,0.3,7860,1300.0,False
40AFCA2B21F74E238846D31A3326E63F,CSN CSN 15241 heat treated,12.0,217.0,230.0,Heat-treatment hardening steel,1177.0,867.5,206000,80000,0.3,7860,1300.0,False
40AFCA2B21F74E238846D31A3326E63F,CSN CSN 15241 heat treated,12.0,217.0,230.0,Heat-treatment hardening steel,1252.5,867.5,206000,80000,0.3,7860,1300.0,False
693D02403B4E4CF7B78F7331181A6B60,CSN CSN 15241 face hardened,12.0,217.0,230.0,Heat-treatment hardening steel,1177.0,867.5,206000,80000,0.3,7860,1300.0,False
D2C13AF6C2DF4DF09981877790E98045,CSN CSN 15260,11.0,217.0,230.0,Hardening steel,900.0,700.0,206000,80000,0.3,7860,1300.0,False
37BF4E537333483F92F99B14D39A7E6D,CSN CSN 15313,18.0,217.0,230.0,Heat-resistant steel,480.0,265.0,206000,80000,0.3,7860,1300.0,True
